uy55.684,-0.23457,-0.69965,3.1998,19.11,7.9755,74.242,1
141.52,52.456,-0.36355,0.05547,1.7759,14.45,11.117,145.29,1
120.04,45.074,0.050584,-0.073835,1.1488,12.969,13.637,209,1
112.91,48.985,0.51372,0.65118,6.1505,32.475,5.6005,31.248,1
133.39,51.063,0.13237,-0.30444,2.6313,16.883,7.882,74.153,1
127.3,57.049,-0.10817,-0.60293,3.388,20.002,8.2802,79.535,1
130.45,45.747,0.091186,0.40464,1.8855,12.514,11.359,175.83,1
87.164,39.923,0.84546,1.6246,4.1405,22.017,6.1932,43.489,1
137.8,42.271,0.0035471,0.22846,1.102,10.214,16.99,363.49,1
115.88,38.924,0.41001,1.4797,3.9247,22.19,6.9597,53.204,1
118.31,45.942,0.17899,0.31015,5.036,24.908,6.4423,47.214,1
128.27,50.013,0.083738,-0.53903,2.3988,15.217,9.0389,102.71,1
153.22,49.51,-0.43077,0.12317,2.5159,14.756,9.0856,108.14,1
131.18,48.999,0.07026,-0.17559,14.414,43.499,3.0734,8.6393,1
123.7,41.853,0.22627,0.50033,1.6856,14.347,12.465,186.44,1
110.23,51.274,0.21005,-0.21005,1.8629,14.282,12.167,179.28,1
102.39,40.815,0.31651,0.7372,2.3696,19.502,8.9556,84.257,1
121.56,45.86,0.066315,0.13747,2.3411,16.162,9.6232,111.31,1
125.84,50.517,-0.010897,-0.40463,2.5159,16.516,8.5839,88.689,1
125.91,54.986,0.1327,-0.37881,2.4983,15.487,8.1219,85.162,1
91.18,48.611,0.51623,0.71739,3.5736,19.869,6.784,52.929,1
88.344,39.932,0.68138,1.4115,44.669,74.659,1.1785,-0.39727,1
131.18,48.38,-0.076663,0.24415,1.6246,12.174,11.793,186.71,1
88.984,40.041,0.6668,1.559,1.158,12.912,15.039,259.25,1
115.83,44.741,0.20481,0.18968,4.2483,25.315,6.5347,44.354,1
121.11,52.593,0.071709,-0.36511,3.4022,21.352,7.443,60.291,1
143.72,49.027,-0.20142,0.047927,1.9624,11.999,11.268,185.07,1
122.25,51.14,0.037424,-0.057975,1.8027,12.727,11.593,178.23,1
134.61,48.383,0.031233,-0.058768,1.9707,15.775,9.7128,107.78,1
82.922,41.432,0.62883,1.2089,2.5953,17.293,8.2947,78.619,1
122.15,50.436,0.26319,0.14453,2.5945,19.917,9.1425,90.667,1
97.734,33.24,0.70314,3.5592,1.4557,15.109,12.216,161.12,1
133.12,48.093,0.037964,-0.26691,2.541,20.133,9.0662,88.08,1
105.03,44.683,0.47049,0.47588,2.1572,15.816,9.8135,113.39,1
124.71,51.814,-0.070738,-0.34996,1.1037,13.035,13.817,209.01,1
120.05,52.938,0.19584,-0.3409,3.1731,17.128,7.4296,70.464,1
100.16,48.282,0.56186,0.63315,1.9256,15.785,9.617,105.57,1
147.41,44.643,-0.4025,0.19901,1.8696,14.007,12.165,181.95,1
146.08,49.152,-0.13042,-0.24052,2.4055,17.823,8.6122,82.887,1
117.08,48.12,0.29743,0.071806,2.6798,19.447,9.0201,93.033,1
121.57,44.562,0.30384,0.69314,1.9691,15.005,11.144,150.03,1
146.24,41.717,-0.1816,0.58373,3.658,17.74,6.8292,59.582,1
118.7,50.486,0.26462,-0.092541,3.0259,17.167,7.5088,69.846,1
115.05,58.14,0.26942,-0.56429,3.6396,22.966,7.6418,62.849,1
148.52,51.247,-0.21186,-0.32328,2.4657,19.77,9.1084,88.72,1
147.5,61.316,-0.30567,-0.77489,91.552,102.5,0.33028,-1.7846,1
76.234,37.585,0.98609,3.4195,3.5017,20.954,7.5576,66.515,1
124.98,45.684,-0.20966,0.10994,4.9816,26.594,5.564,31.319,1
132.71,53.307,0.19915,-0.4402,176.86,82.237,-1.1772,0.032671,1
101.7,47.628,0.22337,0.065699,1.2032,13.232,15.174,249.27,1
112.69,47.692,0.24711,-0.18382,1.8077,12.057,11.563,188.19,1
122.2,60.994,0.18583,-0.91138,4.7843,29.121,7.0089,49.001,1
123.11,50.499,0.21652,-0.1326,6.1413,29.635,5.6007,32.482,1
118.08,55.258,0.16383,-0.3813,1.8269,12.061,11.6,189.42,1
77.391,36.723,1.0484,3.3334,2.2893,14.218,9.4616,117.25,1
127.66,45.832,-0.00025732,-0.010672,0.88712,11.717,16.669,308.12,1
92.719,43.978,0.583,0.68425,2.1906,20.621,10.083,104.97,1
128.12,56.905,-0.14646,-0.40713,2.3955,14.749,9.7281,120.78,1
127.2,48.487,-0.079756,-0.4378,1.3336,11.945,12.811,209.58,1
108.66,47.983,0.18184,0.11757,1.3763,14.517,12.698,174.94,1
107.03,42.391,0.51381,1.1896,1.7475,15.667,11.213,140.96,1
122.95,44.175,0.26288,0.27753,2.5134,17.141,8.3356,81.43,1
113.35,39.174,0.51247,1.1596,1.8311,13.386,10.766,147.71,1
100.77,41.681,0.33207,0.8329,1.9824,13.182,10.149,140.78,1
112.44,45.767,0.24731,0.29144,1.9975,18.948,10.148,106.67,1
120.64,56.056,0.048282,-0.57799,6.8161,29.419,5.1332,27.396,1
120.57,46.946,0.22812,-0.070451,1.658,13.911,10.982,146.78,1
122.14,46.668,0.29306,0.060214,2.6421,17.404,8.1545,77.132,1
150.24,52.538,-0.2998,-0.40692,1.1564,10.352,15.835,328.62,1
97.781,43.759,0.65404,1,1.459,11.894,12.265,200.86,1
96.117,44.568,0.41396,0.4994,8.393,37.745,4.5075,19.229,1
121.2,51.545,0.22353,-0.2489,3.2057,20.391,7.3028,59.474,1
106.71,50.962,0.27479,-0.030485,3.5736,20.128,8.1022,79.056,1
138.24,46.746,-0.016207,0.057293,2.9816,22.716,8.2358,69.524,1
118.6,39.87,0.43637,1.4097,2.9298,16.486,7.8653,77.998,1
112.64,49.255,0.44577,0.084942,3.6421,21.46,6.9805,56.009,1
129.69,48.877,-0.32399,0.088377,1.3537,12.89,14.603,251.92,1
125.12,52.602,0.24286,-0.40363,1.0485,10.089,16.656,360.43,1
116.76,43.092,0.39445,0.89561,2.3102,16.107,8.5178,86.591,1
83.891,35.338,0.86928,3.443,2.301,18.128,9.6982,104.89,1
122.88,43.859,0.17888,0.16996,4.0251,22.164,7.2403,58.539,1
152.57,43.387,-0.25152,0.46522,6.0727,29.743,5.7383,34.772,1
85.344,35.009,0.65559,3.4968,2.0477,18.662,10.223,111.31,1
122.59,49.147,0.17984,-0.39137,1.0644,9.6236,17.708,417.79,1
124.13,56.449,0.066417,-0.23124,2.1547,14.106,10.053,128.58,1
118.84,44.239,0.16277,0.52319,2.4047,14.399,8.8595,106.93,1
103.42,48.443,0.54364,0.46644,1.3955,13.01,13.447,215.65,1
116.88,52.939,0.089665,-0.3536,1.8595,13.554,12.069,185.19,1
105.36,39.324,0.29055,1.597,1.444,10.651,14.32,286.28,1
97.969,42.045,0.32339,0.68687,2.0042,16.431,11.118,137.52,1
110.03,55.316,0.53359,0.063903,116.58,91.333,-0.24427,-1.5799,1
113.25,49.829,0.32266,0.084225,2.4507,15.078,9.9488,129.62,1
139.2,49.503,0.0148,-0.1943,2.9314,20.023,8.7269,85.291,1
124.47,46.434,-0.10153,0.35043,4.148,21.28,6.6951,53.313,1
96.586,42.867,0.56677,1.0768,2.7667,16.618,8.0496,80.099,1
128.71,49.53,0.14233,-0.32917,2.796,16.133,7.9891,80.689,1
114.21,52.972,0.1057,-0.48142,6.7943,33.921,5.4087,29.439,1
118.22,53.317,0.13066,-0.49979,2.8177,15.877,8.3067,87.753,1
130.46,45.427,0.10517,0.51749,4.5686,27.798,6.5688,44.078,1
123.59,48.277,-0.0091373,0.016273,1.541,13.429,13.132,206.68,1
147.94,51.364,-0.060602,0.068418,1.8821,13.629,10.17,132.53,1
91.094,37.379,0.66627,2.2503,2.6221,16.836,8.7535,90.381,1
118.15,52.857,0.0029402,-0.20837,2.4992,20.743,9.5292,95.999,1
101.22,49.107,0.20708,0.15597,0.83361,12.429,15.921,264.9,1
128.95,56.733,0.091416,-0.34772,1.6881,16.174,11.008,131.53,1
96.922,46.733,0.33869,0.26669,2.3069,16.735,8.8767,90.837,1
131.23,44.772,0.034821,0.08783,1.837,13.249,11.104,157.71,1
107.09,42.709,0.45842,0.79179,2.1806,18.308,9.5832,99.218,1
112.27,46.017,0.46204,0.4328,0.85702,10.121,17.236,367.58,1
95.914,46.653,0.46521,0.88449,1.9189,16.059,10.944,134.89,1
120.77,45.681,0.015602,0.26235,2.3997,13.928,9.2048,117.67,1
103.25,42.489,0.32483,0.868,2.3043,17.852,9.4993,100.92,1
108.33,47.893,0.55356,0.42467,1.0535,10.581,15.461,307.42,1
118.17,49.437,-0.080781,0.14746,1.8503,11.773,11.361,192.79,1
104.94,50.735,0.43612,-0.14438,13.037,45.177,3.559,11.708,1
133.24,46.75,-0.055746,0.15669,1.0778,11.077,14.498,266.57,1
88.266,43.779,0.69346,1.3127,2.0803,13.597,10.511,148.4,1
139.65,48.345,0.028959,0.34638,4.3988,20.936,6.4182,50.205,1
132.52,51.123,0.095649,-0.29089,3.5059,19.325,7.0223,57.731,1
99.359,46.254,0.62614,0.74371,2.6714,19.161,9.1177,92.286,1
104.55,43.6,0.52798,1.2137,1.4866,13.474,11.014,146.63,1
94.711,35.716,0.67349,2.347,2.5727,18.601,8.76,84.431,1
132.88,54.337,-0.10477,-0.42874,3.9983,20.046,6.8344,55.302,1
162.26,49.438,-0.49953,0.28771,6.9365,32.833,5.1737,27.197,1
118.14,50.774,0.13668,-0.30315,5.454,27.976,5.7643,34.69,1
112.91,52.338,0.14775,-0.23405,0.80518,10.922,17.088,330.9,1
112.27,54.956,0.27194,-0.21166,1.5268,13.446,11.072,149.4,1
95.398,48.163,0.51861,0.49351,2.2784,18.555,10.276,114.7,1
107.26,35.096,0.62684,1.5628,1.7801,13.788,10.968,147.64,1
127.41,50.642,0.043913,-0.023269,3.7784,25.235,7.078,51.379,1
132.43,48.439,0.077021,-0.21452,3.0719,17.821,7.3308,64.505,1
126.99,47.528,0.13067,0.29468,1.5761,12.745,12.177,184.32,1
120.72,43.275,0.050646,0.10874,1.3077,12.541,12.226,183.92,1
89.461,35.766,0.81967,2.6231,3.3946,21.407,7.317,59.72,1
131.35,49.145,0.012186,-0.07469,3.2926,22.63,8.2017,72.705,1
82.055,42.69,0.49186,0.66745,1.0819,12.48,15.149,264.21,1
90.43,35.397,0.68436,2.8997,1.2667,14.175,12.646,175.22,1
111.95,52.936,0.12873,-0.53979,1.5493,12.456,11.865,180.84,1
87.031,39.212,0.63378,1.7466,2.3537,14.083,9.0332,112.32,1
124.24,52.172,0.22727,-0.014458,1.0059,10.158,17.809,385.05,1
113.54,47.927,0.20608,0.30878,2.7893,18.071,8.651,89.071,1
87.883,42.847,0.55882,1.0199,7.4197,33.154,5.0211,25.719,1
93.375,37.213,0.52419,2.0176,3.1229,18.683,7.7937,71.559,1
116.7,58.446,0.19871,-0.68348,2.1689,14.61,10.695,140.97,1
111.49,47.205,0.37745,0.14789,4.4214,27.859,6.5995,44.109,1
107.86,44.807,0.40901,1.1001,1.5293,15.203,12.341,169.49,1
117.27,46.806,0.39359,0.12742,2.0502,17.533,10.776,127.73,1
116.27,47.973,0.18789,-0.21081,2.1196,19.937,10.053,104.44,1
146.9,51.994,-0.18571,-0.37038,4.7609,23.461,6.3605,45.783,1
111.66,55.566,0.23952,-0.60093,2.041,13.878,10.742,145.95,1
113.23,51.883,0.12464,-0.61602,2.6998,17.271,8.5419,87.012,1
126.95,49.705,0.037254,-0.30518,2.1472,15.191,9.7155,112.64,1
102.23,42.259,0.67717,1.2823,1.6304,13.215,12.177,182.36,1
108.4,36.995,0.03804,1.3906,2.4599,15.785,9.2348,106.31,1
121.58,36.198,-0.054733,1.9194,20.074,53.629,2.614,5.5477,1
123.45,58.295,0.2009,-0.95277,3.4507,23.291,8.5439,76.235,1
109,41.683,0.10477,0.70003,2.6747,16.695,7.9574,77.323,1
124.43,49.445,-0.030279,-0.25221,1.8244,13.028,10.456,147.17,1
121.32,44.131,0.27447,0.6339,1.1254,11.972,13.371,216.46,1
134.47,51.526,0.067421,-0.020286,1.2391,15.841,13.771,194.33,1
121.56,52.723,0.07991,-0.14512,4.536,25.48,6.3109,42.605,1
86.109,46.157,0.43397,0.2549,3.306,16.62,7.2302,68.895,1
118.58,52.495,0.09446,-0.39907,2.8737,17.692,7.7518,71.466,1
128.63,43.82,0.17308,0.17596,1.995,15.987,9.5343,104.76,1
143.79,57.771,-0.2651,-0.84287,86.493,80.146,0.058356,-1.621,1
135.9,43.82,-0.035238,0.21212,1.5677,11.627,12.581,216.77,1
151.7,49.46,-0.12502,-0.28232,3.158,17.606,7.3907,67.416,1
109.79,45.889,0.28941,0.17783,21.292,58.163,2.5547,4.9719,1
136.5,57.933,-0.086888,-0.59204,89.929,88.98,0.23248,-1.6092,1
139.73,43.457,-0.21114,0.38061,3.3813,22.108,7.6636,63.073,1
144.12,46.06,-0.16372,-0.23482,1.6697,14.222,12.186,178.29,1
80.828,43.361,0.65988,1.3123,2.5109,16.561,8.1621,80.325,1
108.91,51.424,0.10828,-0.21273,3.1455,16.518,7.9331,83.86,1
138.41,51.232,0.10015,-0.26858,3.8286,20.453,7.4605,66.305,1
98.641,47.462,0.47335,0.42936,3.1304,16.903,7.7822,76.253,1
117.75,46.223,0.051181,0.18719,2.7324,15.538,8.604,94.353,1
116.54,52.282,0.075312,-0.43352,2.1254,16.87,9.0491,91.016,1
126.66,53.052,0.0017932,-0.41828,26.176,66.213,2.2776,3.4811,1
117.84,48.375,0.26161,-0.28577,2.5878,16.375,8.1741,82.511,1
107.48,54.125,0.2734,-0.35717,5.2617,24.951,5.8438,37.993,1
101.45,46.84,0.55586,0.65329,2.8119,20.306,9.4017,96.89,1
132.51,52.65,0.13374,-0.13468,5.8938,29.595,5.3854,29.507,1
111.27,46.201,0.30241,0.10182,3.7207,24.988,7.2229,53.519,1
115.09,43.193,0.57885,0.84714,1.4548,13.269,12.882,192.58,1
108.41,40.482,0.21087,0.44583,2.5811,16.482,9.2312,101.76,1
95.312,38.001,0.5675,1.7426,3.6472,20.192,6.9494,56.158,1
101.05,45.415,0.46754,0.59319,0.81856,9.3803,19.203,466.86,1
115.84,49.107,0.21841,0.33805,2.5242,15.253,9.245,107.38,1
109.38,48.213,0.10998,-0.082933,2.1998,13.841,9.6688,126.3,1
120.54,56.18,0.31217,-0.53388,2.1221,14.338,9.6263,121.77,1
105.31,49.463,0.31294,-0.20373,2.9273,18.254,8.8443,89.98,1
123.95,49.313,-0.091154,-0.24533,3.5619,20.31,7.3059,60.683,1
106.38,44.028,0.23571,0.35667,2.6764,15.878,8.1648,83.758,1
125.09,40.099,0.011957,1.0113,0.90803,13.413,15.669,254.18,1
122.74,40.109,-0.0075741,0.94202,2.9916,16.506,8.2911,88.117,1
114.23,48.659,0.31215,0.43384,1.8905,15.607,9.9079,113.54,1
124.48,49.437,-0.0635,-0.1714,1.9448,13.118,10.639,150.22,1
107.66,48.727,0.13025,-0.17804,2.7742,15.996,8.2776,88.12,1
112.58,51.318,0.34853,0.19164,1.8938,12.926,10.814,156.49,1
145.32,53.547,-0.16062,-0.53239,2.6906,19.386,9.6218,103.25,1
130.8,38.321,0.042262,1.0906,1.6706,13.448,11.025,149.58,1
132.2,49.38,-0.045839,0.051688,2.8378,16.026,8.6715,94.98,1
101.41,48.416,0.29132,0.10271,1.6656,13.417,11.953,175.77,1
98.023,43.887,0.80461,1.7855,2.1405,15.291,11.017,145.75,1
87.742,39.166,0.76939,1.9349,5.5125,28.629,5.8115,35.097,1
110.07,40.34,0.21093,0.89562,1.7291,13.524,11.085,151.95,1
121.54,54.581,0.22673,-0.39987,1.8052,11.677,12.147,209.72,1
109.46,46.45,0.2195,0.31778,5.7893,30.194,5.4609,29.954,1
124.83,47.758,0.046667,-0.38918,1.6814,15.422,11.64,150.5,1
110.27,47.013,0.18549,-0.24882,5.5619,27.827,5.671,33.886,1
119.71,53.423,0.16418,-0.48228,3.0761,21.292,8.0977,70.71,1
147.39,43.347,-0.14281,0.24172,2.9548,18.619,8.5432,83.139,1
119.02,46.136,0.061511,0.17546,3.3018,20.122,8.7344,87.79,1
124.11,50.477,-0.026201,-0.14851,1.9348,15.386,11.117,148.22,1
124.28,49.893,-0.22475,-0.34208,2.9022,17.565,8.2661,81.812,1
111.61,52.146,0.51157,-0.02471,4.2993,25.756,6.519,43.654,1
89.617,44.423,0.53718,0.50199,5.3177,21.779,5.2463,33.913,1
133.57,55.342,-0.010393,-0.34682,0.36789,8.385,26.462,751.02,1
118.45,46.048,0.3254,0.42053,4.4766,22.144,5.8531,38.557,1
77,39.426,0.91616,2.4998,8.8754,38.082,4.3858,18.422,1
85.031,37.438,0.62548,2.2974,3.2985,16.169,7.0065,67.748,1
108.03,45.878,0.13937,-0.029218,0.53763,8.564,24.687,684.18,1
117.35,43.284,0.11965,0.71232,3.1998,17.31,8.2797,88.368,1
113.55,44.852,0.3259,0.46474,2.7701,15.609,8.6115,96.282,1
114.44,49.826,0.11521,-0.23093,3.0769,18.717,7.8803,73.575,1
111.68,49.406,0.15716,-0.29396,2.2199,15.348,9.3038,105.21,1
125.8,44.22,0.1965,0.73367,4.1931,20.745,6.3641,47.437,1
120.58,44.412,0.2117,0.11263,2.2291,13.813,9.4776,121.69,1
132.73,46.046,0.24102,0.23958,1.245,13.047,13.519,205.57,1
116.7,46.382,0.19245,0.55181,1.4156,11.601,13.373,232.95,1
140.31,46.175,0.12986,-0.036673,2.0861,14.735,9.2288,106.96,1
124.26,51.541,-0.065631,-0.30006,1.4532,13.895,11.545,154.12,1
126.83,52.717,0.011701,-0.48855,1.6003,12.909,11.416,164.66,1
99.922,39.977,0.47516,0.87874,2.5134,18.807,8.9962,89.656,1
80.32,36.013,0.82349,3.3405,1.2818,11.455,13.163,229.8,1
141.2,51.571,-0.044294,-0.38425,2.7734,20.133,8.8464,85.731,1
123.79,48.94,0.016374,-0.10363,1.8236,12.463,11.901,186.01,1
143.78,44.789,-0.37437,0.94502,2.3403,13.504,9.0597,120.61,1
130.52,45.484,0.16809,-0.011677,4.5861,23.984,6.3561,43.545,1
114.77,45.222,0.26071,-0.17992,2.7784,17.279,8.0889,77.456,1
117.29,48.654,0.11202,-0.25897,2.1405,19.452,9.6843,97.032,1
106.48,47.955,0.33796,0.12534,2.4273,16.979,9.8857,114.99,1
102.16,47,0.53925,0.88976,1.7818,15.258,10.945,134.1,1
92.586,44.483,0.52612,0.88149,2.5744,15.074,8.4268,93.987,1
91.836,37.96,0.31876,1.517,2.5895,19.277,9.1285,91.705,1
118.09,49.589,0.0080479,-0.32209,3.2366,17.162,7.657,73.72,1
114.76,44.486,0.31224,0.22724,1.6355,17.691,11.386,133.38,1
120.27,44.404,0.1783,0.4266,2.6714,15.027,8.4874,95.723,1
117.63,60.054,-0.048091,-0.65866,2.9239,18.764,8.3958,80.65,1
115.14,53.138,0.41611,0.061521,3.1221,20.189,8.2286,76.377,1
115.24,48.487,-0.014178,-0.018099,4.612,22.455,6.3287,47.273,1
119.52,39.25,0.34619,1.0733,1.648,13.615,11.961,170.36,1
146.02,51.957,-0.18936,-0.41777,69.876,82.434,0.52018,-1.4274,1
107.18,35.623,0.31604,1.9196,4.2985,26.063,6.4618,42.721,1
115.89,40.43,0.38765,0.9585,3.107,18.689,7.5719,65.976,1
116.38,49.669,-0.04942,-0.12042,1.8938,14.452,11.158,156.73,1
95.062,46.811,0.44298,0.35893,1.7826,15.716,12.308,168.96,1
88.203,40.663,0.6228,1.667,1.0844,13.55,14.185,218.15,1
114.3,43.493,0.38149,0.42288,1.4331,11.083,13.508,252.33,1
118.7,52.2,0.013651,-0.2274,3.1982,20.885,7.9444,70.737,1
152.75,54.838,-0.32692,-0.372,2.7099,18.316,9.5651,104,1
91.008,35.819,0.42225,2.5086,1.4724,13.807,11.965,164.59,1
118.88,54.188,0.31726,-0.41086,1.4222,14.036,12.219,168.06,1
122.34,53.905,0.11696,-0.58958,1.1589,12.175,14.06,235.18,1
113,41.701,0.39127,1.1665,3.9172,25.567,7.051,50.805,1
112.48,43.729,0.26282,0.61192,2.1363,13.81,9.9668,129.9,1
87.633,46.065,0.81187,1.156,1.0803,10.788,15.521,298.91,1
111.16,51.44,0.10687,-0.17475,2.6898,16.069,9.3816,108.12,1
121.53,53.945,-0.14697,-0.32173,3.7793,27.238,7.7718,60.845,1
129.59,49.57,0.082477,-0.28012,3.9273,21.063,7.3394,61.831,1
85.203,47.065,0.93321,1.4341,91.401,94.734,0.2526,-1.7143,2
96.914,36.344,0.35972,2.3896,1.1003,10.494,15.699,319.41,1
135.93,58.458,0.045106,-0.57607,1.7801,16.847,11.153,135.92,1
114.14,49.62,-0.0092733,-0.066087,1.1338,14.075,13.552,193.39,1
117.7,49.389,0.25589,-0.18914,4.0736,23.93,6.4802,44.173,1
112.35,47.292,-0.0036036,0.0078943,1.8152,14.587,10.682,136.09,1
113.02,47.865,0.17233,-0.014768,10.721,40.673,4.1776,17.121,1
118.14,58.562,0.14827,-0.80481,2.0543,14.65,10.695,145.13,1
144.23,46.003,-0.21143,0.11634,1.2174,12.912,14.15,226.02,1
128.89,43.288,-0.0084054,0.84563,2.148,12.763,10.452,156.2,1
158.62,47.559,-0.57725,0.57149,0.43562,7.9948,27.968,863.43,1
101.64,43.892,0.34637,0.81115,1.6421,13.214,10.734,148.35,1
128.09,48.174,0.047488,0.09036,1.9824,13.892,10.4,138.92,1
110.59,49.462,0.14892,-0.26495,2.7375,14.562,8.4069,98.911,1
122.8,52.985,0.17913,-0.31166,2.3202,13.955,9.8399,129.26,1
138.86,54.53,-0.17572,-0.53138,9.8813,38.303,4.1868,17.12,1
121.68,53.359,-0.21787,-0.24773,11.202,42.123,3.8911,14.36,1
121.34,47.257,0.23293,-0.10672,2.4072,20.007,9.1782,88.597,1
103.62,45.863,0.17571,0.036448,7.1647,31.843,4.9666,25.535,1
114.15,47.262,-0.11393,0.21195,1.3403,13.692,14.513,231.63,1
125.68,51.038,-0.24452,-0.22739,1.857,12.008,11.216,182.98,1
131.01,36.946,-0.035343,1.2765,3.1681,20.073,8.5263,82.699,1
116.32,49.021,0.091014,-0.092804,4.3829,22.139,6.3301,44.57,1
116.38,45.521,0.5341,0.67977,4.3528,23.299,6.3318,43.619,1
129.93,50.913,0.022483,-0.24404,1.9866,14.899,11.126,151.16,1
116.32,48.307,0.43751,0.17123,2.26,19.202,10.131,110.67,1
132.69,51.636,0.25937,0.1711,4.4624,24.7,6.7131,49.698,1
125.13,55.685,0.11993,-0.53586,2.0987,14.625,10.173,133.52,1
128.77,54.131,0.20894,-0.70719,6.1313,29.734,5.4982,31.201,1
103.84,34.763,0.28253,2.2606,3.4682,23.618,7.2671,55.014,1
122.65,43.526,-0.088939,0.14835,1.6647,15.394,11.498,149.05,1
144.66,46.191,-0.064412,0.054442,17.195,50.508,2.8324,6.6816,1
104.83,51.939,0.40211,-0.10568,2.4448,17.605,8.5676,82.169,1
96.922,41.806,0.50489,1.0994,1.3495,13.663,12.005,164.32,1
126.12,55.318,0.16748,-0.41144,1.9933,14.422,11.998,176.85,1
109.28,50.277,0.14713,-0.05494,2.5234,16.063,9.1547,105,1
89.617,42.435,0.60033,1.1202,1.8462,15.01,11.001,140.55,1
115.48,47.301,0.2541,-0.031269,1.648,11.47,12.559,221.35,1
104.44,42.277,0.33956,0.78596,1.4072,14.228,11.833,156.79,1
99.648,30.898,0.64092,4.302,1.8612,16.254,10.387,119.61,1
113.07,51.043,0.13399,-0.46905,4.7416,26.742,6.0199,37.11,1
127,43.405,0.28217,0.65168,2.6329,15.097,8.6868,98.486,1
140.24,49.893,-0.15143,-0.040801,2.9515,19.79,8.5247,81.767,1
133.42,47.333,-0.062598,0.087275,2.3779,13.955,9.8537,132.12,1
123.49,53.484,0.14605,-0.3937,2.4507,18.288,9.2141,95.524,1
120.32,49.401,0.25765,-0.1411,2.913,21.407,8.7284,82.033,1
102.39,47.829,0.42963,0.0024202,0.76505,11.122,17.15,326.61,1
136.78,49.735,-0.095077,-0.057092,3.0861,19.246,8.8703,90.634,1
83.078,35.232,0.71353,3.185,4.1087,19.813,6.2069,46.566,1
115.88,45.581,0.28303,0.53389,1.2249,13.18,13.104,194.64,1
95.883,33.755,0.31934,3.1727,1.413,11.146,13.51,248.62,1
103.58,48.431,0.21619,-0.10699,2.1965,17.374,10.073,111.44,1
122.96,49.208,-0.016034,-0.23248,7.3946,35.485,4.8987,23.249,1
133.7,49.38,-0.16632,-0.078297,2.204,15.674,9.2832,102.62,1
105.39,41.662,0.63487,1.2904,3.1589,21.306,7.5183,60.612,1
116.47,43.138,0.52942,0.6532,2.8604,16.368,8.3151,86.27,1
105.24,51.102,0.30083,0.084469,1.6229,13.045,11.302,161.31,1
88.984,40.971,0.50413,1.5623,2.3972,15.369,8.6924,95.555,1
111.23,37.842,0.26798,1.3598,1.6455,16.599,11.241,134.09,1
121.64,46.251,0.26821,0.31177,3.0627,17.868,7.7458,72.234,1
103.75,48.696,0.41476,0.21738,1.7776,13.251,12.81,210.34,1
128.54,43.499,0.049611,-0.17637,10.573,43.238,4.0822,15.448,1
94.133,37.37,0.48026,1.6195,1.8871,15.076,10.496,131.07,1
114.91,51.677,0.13022,-0.098734,1.7283,11.672,12.4,212.02,1
133.81,48.887,-0.15208,-0.30258,3.0844,20.8,8.4795,79.825,1
120.81,51.341,0.029818,-0.40579,1.903,14.407,11.262,151.05,1
121.31,53.454,0.088766,-0.41061,1.0602,14.326,14.3,212.98,1
83.289,36.223,0.68858,2.6959,1.3687,16.056,12.638,165.33,1
124.92,54.219,-0.023045,-0.21075,11.457,40.246,3.6428,12.579,1
126.66,47.516,0.026385,0.080212,0.98579,9.698,18.295,421.59,1
130.84,42.343,0.11127,0.89276,1.3127,12.222,13.277,216.4,1
127.51,42.956,0.022523,0.26836,1.2952,11.639,13.806,239.84,1
94.094,41.325,0.35887,0.78896,1.4097,10.721,14.531,287.21,1
137.08,42.92,-0.18046,0.12137,37.158,74.756,1.6234,0.84536,1
92.266,50.495,0.55085,0.052446,3.2684,18.573,7.9663,74.339,1
122.05,53.967,0.20621,-0.2241,1.7149,12.319,11.492,179.65,1
122.98,51.457,0.014673,-0.59656,2.3863,15.329,9.5716,113.72,1
116.48,51.518,0.16686,-0.0093493,19.363,55.179,2.6562,5.4744,1
90.445,43.919,0.8877,1.392,2.0661,12.497,10.426,158.76,1
113.88,52.679,0.11035,-0.55587,4.0811,19.823,6.6777,54.001,1
120.05,49.05,0.051263,0.040546,1.2166,15.092,13.908,202.56,1
107.06,48.126,0.39967,0.42841,2.6037,17.689,8.4713,85.287,1
125.95,43.022,-0.061189,0.76041,4.0426,21.409,6.9357,54.039,1
129.23,45.858,0.27362,0.26374,2.4206,15.383,9.8214,118.14,1
108.8,51.811,0.11529,-0.44638,19.072,44.824,2.4206,5.2284,1
81.953,34.362,1.067,3.9443,1.9122,13.364,10.25,139.22,1
97.336,40.124,0.68439,1.6535,2.9189,20.357,7.9362,67.539,1
127.58,56.168,-0.083734,-0.45715,3.7801,20.146,7.4838,66.587,1
104.91,51.185,0.20879,-0.18559,1.8788,12.479,11.414,178.26,1
105.1,41.107,0.53994,0.94501,6.2299,29.927,5.5051,31.936,1
130.85,55.076,0.063108,-0.48204,5.1355,23.24,5.8585,41.29,1
89.203,40.584,0.46382,1.259,1.1045,10.534,15.556,312.24,1
81.766,38.723,0.64997,2.0589,2.6823,15.522,8.5761,94.894,1
126.43,52.128,-0.23723,-0.0022655,1.9348,11.614,11.771,205.18,1
118.78,49.482,0.17159,-0.35289,3.7349,18.859,6.7418,55.444,1
129.09,56.955,0.0083006,-0.6071,1.791,12.635,10.782,159.55,1
105.91,51.101,0.40222,-0.097417,1.8946,16.394,10.504,123.75,1
